Asset Name,Work Order Address,Date/Time Created,Customer Name,Work Description,Completion Note,Part Description,Quantity,Part Name,WO#,Billing Account Name,Completion_Note_cleaned
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2022-02-22 08:03:39,11445 Starbucks Corporate,2006213090208:Loud Noises:Left oven is making an electrical sound when heating food,"208v

8.0 amps each mag 
17.0 amps mags combined 

10.00 amps heater 

Unit noise 

Upon inspecting unit found that oven cook plate was damaged due to arching. 

Left mag only 2 amps. 

Replaced damaged plate and left mag. 

Tested unit all test passed at 0 faults","Magnetron, Toshiba 2M303H Based",1,P30Z1415,ST11445023,Starbucks,208v80 amp mag 170 amp mag combine 1000 amp heater Unit noise upon inspect unit find oven cook plate damage due arch Left mag 2 amp replace damaged plate leave mag unit test pass 0 fault
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2022-04-18 10:25:47,11445 Starbucks Corporate,2006213090208:Other:Screen is frozen on error message,"Completed 4/19/2022

S/N#2006213090208

L amps—7.4

R amps—7.4

Volts—204

Heaters—9.6

Faults—0

Notes—constant key press",nan,0,,ST11445025,Starbucks,complete 4192022SN amps—74r amps—74Volts—204Heaters—96Faults—0Notes — constant key press
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2022-06-07 11:06:21,11445 Starbucks Corporate,2006213090208:101 Magnetron Failure:Unable to use oven,"Merrychef 
Sn# 2006213090208
208volts 
8.3,8.3amps 
10.6 amps 
Errors, E101 

Checked EC, magnetron fail in circuit 2

Replaced magnetron in circuit 2, tested unit all tests passed with zero faults 

Celeste","Magnetron, Toshiba 2M303H Based",1,P30Z1415,ST11445026,Starbucks,Merrychef Sn 2006213090208208volt 8383amps 106 amp error E101 check EC magnetron fail circuit 2replaced magnetron circuit 2 unit test pass zero fault celeste
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2022-08-17 09:15:29,11445 Starbucks Corporate,2006213090208:Upper Impinger Plate:Top part inside of oven came off,"Left MerryChef2006213090208

208V

Faults zero

Amps-16.8
Left Circuit-8.4
Right Circuit-8.4
Heaters-11.0

Checked EC, test unit, all test pass without faults.
Stirrer working properly
Air filter cleaned and positioned properly 

Impinger plate fell 
Flipped and used other screw holes to hold up
All test passed without any faults",nan,0,,ST11445028,Starbucks,leave MerryChef2006213090208208VFaults zeroAmps168Left circuit84right circuit84heaters110checke EC test unit test pass without faultsstirrer work properlyAir filter clean position properly Impinger plate fall flip use screw hole hold upall test pass without fault
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2022-11-06 15:17:56,11445 Starbucks Corporate,"2006213090208:Air Filter Error:Warming oven (furthest left) keeps displaying that there is no filter in it when there is. Tried restarting oven, cleaning filter and making sure that it was correctly in place and the error keeps showing.","240/
Cc 213688
Door and filter ok 
LM 7.5
RM 7.4
14.4
H 9.6
BF ok
RF 10-100 ok

Warming oven (furthest left) keeps displaying that there is no filter in it when there is. Tried restarting oven, cleaning filter and making sure that it was correctly in place and the error keeps showing. Damaged air filter switch 

Tested unit and all test passed",Air Filter Microswitch E2S,1,30Z1562,ST11445031,Starbucks,240cc 213688door filter LM 75RM 74144H 96bf okRF 10100 okwarme oven furthest left keep display filter try restart oven clean filter make sure correctly place error keep show damaged air filter switch unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2023-06-07 12:55:07,11445 Starbucks Corporate,2006213090208:Constant Key Press:Error message for touch screen not working properly,"Left MerryChef 2006213090208

208V

Faults constant key press 

Amps-17.6
Left Circuit-8.8
Right Circuit-8.8
Heaters-10.8

Checked EC, test unit, all test pass without faults.
Stirrer working properly
Air filter cleaned and positioned properly 

Constant key press 
Showed Celeste how to get rid of error by unplugging and plugging in oven 
Informed her why this happens and how to prevent by keeping display clean and only one touch at a time 
All test passed without any faults 
Celeste",nan,0,,ST11445043,Starbucks,leave MerryChef 2006213090208208vfault constant key press amps176left circuit88right circuit88heaters108checke EC test unit test pass without faultsstirrer work properlyAir filter clean position properly constant key press show Celeste get rid error unplug plug oven Informed happen prevent keep display clean one touch time test pass without fault celeste
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2023-06-23 02:38:34,11445 Starbucks Corporate,2006213090208:Upper Impinger Plate:Inside oven ceiling falling off,"LeftE2S 

208V

Faults 
0

Amps-17
Left Circuit-8.5
Right Circuit-8.5
Heaters-10.7

Checked EC, impinger plate fell off

Impinger plate is damaged on both sides. replaced , tested unit, all test pass without faults.",PTFE Wrapped Impinger V2 E2S,1,PSB3168,ST11445045,Starbucks,LeftE2S 208vfaults 0Amps17Left circuit85right circuit85heaters107checke EC impinger plate fall offImpinger plate damage side replace unit test pass without fault
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2023-08-04 14:16:07,11445 Starbucks Corporate,2006213090208:116 Heater OFF on Request:Oven stopped working with error message (see photo),"LeftMerryChef 

208V

Faults heater fail

Amps-17.6
Left Circuit-8.8
Right Circuit-8.8
Heaters-10.9

Checked EC, test unit, all test pass without faults.
Stirrer working properly
Air filter cleaned and positioned properly 

Srb failing to engage heater 
Replaced srb
All test passed without any faults",Control PCB UNI SRB,1,P30Z5021,ST11445047,Starbucks,leftmerrychef 208vfaults heater failamps176left circuit88right circuit88heaters109checke EC test unit test pass without faultsstirrer work properlyAir filter clean position properly Srb fail engage heater Replaced srball test pass without fault
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2023-11-03 11:27:13,11445 Starbucks Corporate,"2006213090208:Close Door Error:The ""door is open"" message won't leave the screen even with the door closed","Mod:Cathy
Sn#2006213090208
Main:240
Heater:10
Mags:8,8

Notes:
Tech responded to door close call 
Inspection found blown fuse 
Part replaced and tested 
All tests passed",nan,0,,ST11445052,Starbucks,ModCathySn respond door close call inspection find blow fuse Part replace test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2023-12-16 09:54:26,11445 Starbucks Corporate,"2006213090208:Close Door Error:Oven display can't get passed the ""door is open"" message.","Left MerryChef 

208V

Faults zero

Amps-17.1
Left Circuit-8.6
Right Circuit-8.5
Heaters-10.8

Checked EC, test unit, all test pass without faults.
Stirrer working properly
Air filter cleaned and positioned properly 

Right door switch loose 
Readjusted switches 
Replaced fuse 
All test passed 
Jonathan","Fuse, 20A",1,30Z1177,ST11445053,Starbucks,leave MerryChef 208VFaults zeroamps171left Circuit86Right circuit85heaters108checke EC test unit test pass without faultsstirrer work properlyAir filter clean position properly right door switch loose readjust switch replace fuse test pass Jonathan
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2023-12-23 03:35:59,11445 Starbucks Corporate,2006213090208:Close Door Error:L1 oven says door is open when door is closed. This is the same oven that broke last week for the same reason.,"Mod:Anthony
Brand:Left Merrychef 
Sn#2006213090208
Main:208V
Heater:10.6A
Mags:8,8A

Notes:
Tech responded to door closed error
Inspection found door microswitch needed to be adjusted and SRB board readings and proper voltage
Parts replaced and door switch adjusted and unit tested 
All tests passed",Control PCB UNI SRB,1,P30Z5021,ST11445054,Starbucks,ModAnthonyBrandLeft Merrychef Sn respond door close errorinspection find door microswitch need adjust SRB board reading proper voltagepart replace door switch adjust unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-01-13 11:12:15,11445 Starbucks Corporate,"2006213090208:101 Magnetron Failure:We tired unplugging the oven to restart but the same message of""magnetron failed"" keeps popping up","240/
Cc329936
Door and filter 
LM 2.4-2.5-2.6 2nd 7.6
RM 2-4-7.1 2nd 7.7
H 9.5
BF ok
RF 10-100 ok

Oven isn't working upon inspection found damage gasket studs tray causing arcing both mags and waveguides stirrers damaged 

Tested unit all test passed","Silicone Door Sealer, Silastic, Black, CAF30",1,31Z0186,ST11445055,Starbucks,240cc329936door filter LM 242526 2nd 76RM 2471 2nd 77H 95BF okRF 10100 okoven work upon inspection find damage gasket stud tray cause arc mag waveguide stirrer damage unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-01-13 11:12:15,11445 Starbucks Corporate,"2006213090208:101 Magnetron Failure:We tired unplugging the oven to restart but the same message of""magnetron failed"" keeps popping up","240/
Cc329936
Door and filter 
LM 2.4-2.5-2.6 2nd 7.6
RM 2-4-7.1 2nd 7.7
H 9.5
BF ok
RF 10-100 ok

Oven isn't working upon inspection found damage gasket studs tray causing arcing both mags and waveguides stirrers damaged 

Tested unit all test passed",E2S X2 STIRR&P/PLATE KIT DUAL MAG KIT,1,PSR141,ST11445055,Starbucks,240cc329936door filter LM 242526 2nd 76RM 2471 2nd 77H 95BF okRF 10100 okoven work upon inspection find damage gasket stud tray cause arc mag waveguide stirrer damage unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-01-13 11:12:15,11445 Starbucks Corporate,"2006213090208:101 Magnetron Failure:We tired unplugging the oven to restart but the same message of""magnetron failed"" keeps popping up","240/
Cc329936
Door and filter 
LM 2.4-2.5-2.6 2nd 7.6
RM 2-4-7.1 2nd 7.7
H 9.5
BF ok
RF 10-100 ok

Oven isn't working upon inspection found damage gasket studs tray causing arcing both mags and waveguides stirrers damaged 

Tested unit all test passed","Magnetron, Toshiba 2M303H Based",2,P30Z1415,ST11445055,Starbucks,240cc329936door filter LM 242526 2nd 76RM 2471 2nd 77H 95BF okRF 10100 okoven work upon inspection find damage gasket stud tray cause arc mag waveguide stirrer damage unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-01-13 11:12:15,11445 Starbucks Corporate,"2006213090208:101 Magnetron Failure:We tired unplugging the oven to restart but the same message of""magnetron failed"" keeps popping up","240/
Cc329936
Door and filter 
LM 2.4-2.5-2.6 2nd 7.6
RM 2-4-7.1 2nd 7.7
H 9.5
BF ok
RF 10-100 ok

Oven isn't working upon inspection found damage gasket studs tray causing arcing both mags and waveguides stirrers damaged 

Tested unit all test passed",e2s Cavity X4 Stub Kit Replacement C-Pla,1,PSB1148,ST11445055,Starbucks,240cc329936door filter LM 242526 2nd 76RM 2471 2nd 77H 95BF okRF 10100 okoven work upon inspection find damage gasket stud tray cause arc mag waveguide stirrer damage unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-01-13 11:12:15,11445 Starbucks Corporate,"2006213090208:101 Magnetron Failure:We tired unplugging the oven to restart but the same message of""magnetron failed"" keeps popping up","240/
Cc329936
Door and filter 
LM 2.4-2.5-2.6 2nd 7.6
RM 2-4-7.1 2nd 7.7
H 9.5
BF ok
RF 10-100 ok

Oven isn't working upon inspection found damage gasket studs tray causing arcing both mags and waveguides stirrers damaged 

Tested unit all test passed","Door Seal, E2S",1,PSB316,ST11445055,Starbucks,240cc329936door filter LM 242526 2nd 76RM 2471 2nd 77H 95BF okRF 10100 okoven work upon inspection find damage gasket stud tray cause arc mag waveguide stirrer damage unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-01-13 11:12:15,11445 Starbucks Corporate,"2006213090208:101 Magnetron Failure:We tired unplugging the oven to restart but the same message of""magnetron failed"" keeps popping up","240/
Cc329936
Door and filter 
LM 2.4-2.5-2.6 2nd 7.6
RM 2-4-7.1 2nd 7.7
H 9.5
BF ok
RF 10-100 ok

Oven isn't working upon inspection found damage gasket studs tray causing arcing both mags and waveguides stirrers damaged 

Tested unit all test passed",Packaged Cook Plate Single Sided,1,PDB0819,ST11445055,Starbucks,240cc329936door filter LM 242526 2nd 76RM 2471 2nd 77H 95BF okRF 10100 okoven work upon inspection find damage gasket stud tray cause arc mag waveguide stirrer damage unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-01-13 11:12:15,11445 Starbucks Corporate,"2006213090208:101 Magnetron Failure:We tired unplugging the oven to restart but the same message of""magnetron failed"" keeps popping up","240/
Cc329936
Door and filter 
LM 2.4-2.5-2.6 2nd 7.6
RM 2-4-7.1 2nd 7.7
H 9.5
BF ok
RF 10-100 ok

Oven isn't working upon inspection found damage gasket studs tray causing arcing both mags and waveguides stirrers damaged 

Tested unit all test passed",E2S W/GUIDE&P/PLATE KIT,2,PSR317,ST11445055,Starbucks,240cc329936door filter LM 242526 2nd 76RM 2471 2nd 77H 95BF okRF 10100 okoven work upon inspection find damage gasket stud tray cause arc mag waveguide stirrer damage unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-01-13 11:12:15,11445 Starbucks Corporate,"2006213090208:101 Magnetron Failure:We tired unplugging the oven to restart but the same message of""magnetron failed"" keeps popping up","240/
Cc329936
Door and filter 
LM 2.4-2.5-2.6 2nd 7.6
RM 2-4-7.1 2nd 7.7
H 9.5
BF ok
RF 10-100 ok

Oven isn't working upon inspection found damage gasket studs tray causing arcing both mags and waveguides stirrers damaged 

Tested unit all test passed","Microswitch Kit, Door, E2S",1,PSR271,ST11445055,Starbucks,240cc329936door filter LM 242526 2nd 76RM 2471 2nd 77H 95BF okRF 10100 okoven work upon inspection find damage gasket stud tray cause arc mag waveguide stirrer damage unit test pass
nan,3517 Foothill Boulevard Glendale CA 91214 US,2024-03-14 12:22:53,11445 Starbucks Corporate,2006213090208:Close Door Error:Oven door open wont close,"Left MerryChef 

208V

Faults 

Amps-17. 1
Left Circuit-8.5
Right Circuit-8.6
Heaters-11.0

Checked EC, test unit, all test pass without faults.
Stirrer working properly
Air filter cleaned and positioned properly

Blown 20 amp causing door open error 
Caused by door switches out of sequence 
Replaced fuse and adjusted door switches 
All yes passed 
Kathy","Fuse, 20A",2,30Z1177,ST11445059,Starbucks,leave MerryChef 208VFaults amps17 1left circuit85right circuit86heaters110checke EC test unit test pass without faultsstirrer work properlyAir filter clean position properlyblown 20 amp cause door open error cause door switch sequence Replaced fuse adjust door switch yes pass Kathy
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-03-22 12:06:06,11445 Starbucks Corporate,"2006213090208:Close Door Error:Left oven says door open when it is closed. We have made a ticket in the past and it got closed. Same issue, not resolved.","Mod:Cathy
Brand:Left Merrychef 
Sn# 2006213090208
Main:240V
Heater:9.7A
Mags:7.3,7.3A

Notes:
Tech responded door closed error
Inspection found no faults in Error log, door switches were improperly sequence leading to door, fuse, blowing
Door fuse replaced, door switches adjusted and unit tested 
Unit passed all tests","Fuse, 20A",2,30Z1177,ST11445060,Starbucks,ModCathyBrandLeft Merrychef Sn 2006213090208main240vheater97amags7373anotestech respond door close errorinspection find fault error log door switch weare improperly sequence lead door fuse blowingdoor fuse replace door switch adjust unit Unit pass test
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-03-22 12:06:06,11445 Starbucks Corporate,"2006213090208:Close Door Error:Left oven says door open when it is closed. We have made a ticket in the past and it got closed. Same issue, not resolved.","Mod:Cathy
Brand:Left Merrychef 
Sn# 2006213090208
Main:240V
Heater:9.7A
Mags:7.3,7.3A

Notes:
Tech responded door closed error
Inspection found no faults in Error log, door switches were improperly sequence leading to door, fuse, blowing
Door fuse replaced, door switches adjusted and unit tested 
Unit passed all tests",Packaged Cook Plate Single Sided,1,PDB0819,ST11445060,Starbucks,ModCathyBrandLeft Merrychef Sn 2006213090208main240vheater97amags7373anotestech respond door close errorinspection find fault error log door switch weare improperly sequence lead door fuse blowingdoor fuse replace door switch adjust unit Unit pass test
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-04-07 16:00:23,11445 Starbucks Corporate,2006213090208:Door Issue:Oven says oven door open at all times. About the 6th time making a service request for the same issue with the same oven over the last several months even though it had been serviced each time.,"Mod:Cathy
Brand:Left Merrychef 
Sn# 2006213090208
Main:208V
Heater:10.5A
Mags:8.2,8.2A

Notes:
Tech responded to Door closed error call
Inspection found door fuse blown no faults found in error log
Part replaced and unit tested
All tests passed","Fuse, 20A",1,30Z1177,ST11445061,Starbucks,ModCathyBrandLeft Merrychef Sn 2006213090208main208vheater105amags8282anotestech respond Door close error callinspection find door fuse blow fault find error logpart replace unit testedAll test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-04-24 11:00:44,11445 Starbucks Corporate,"2006213090208:Close Door Error:Repeated issue with this particular oven. Close to 6?8 tickets regarding the door not closing correctly and giving an error message saying ""do not close"".","240/
Cc 346533
Door and filter ok 
LM 7.3
RM 7.4
H 9.6
BF ok
RF 10-100

Repeated issue with this particular oven. Close to 6?8 tickets regarding the door not closing correctly and giving an error message saying ""do not close"". Switches out of sequence dirty EC clogged vents and air filter causing over heating 

Tested unit all test passed",nan,0,,ST11445064,Starbucks,240cc 346533door filter LM 73rm 74h 96bf okRF 10100repeated issue particular oven Close 68 ticket regard door close correctly give error message say close Switches sequence dirty EC clog vent air filter cause heating unit test pass
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-04-25 13:02:06,11445 Starbucks Corporate,"2006213090208:Constant Key Press:Touchscreen is not working. It gave an error code, please see photo. called the store spoke to Celeste said already unplug and replug the oven but display is stuck in calibration part.","Left MerryChef 

208V

Faults 

Amps-17.0
Left Circuit-8.4
Right Circuit-8.6
Heaters-11.0

Checked EC, test unit, all test pass without faults.
Stirrer working properly
Air filter cleaned and positioned properly

Constant key press detected 
Showed SS how to resolve error by unplugging unit from outlet for 10’seconds then plugging back in to give oven a hard reset. 
Calibrated units display
All test passed without any faults 
Josh",nan,0,,ST11445065,Starbucks,leave MerryChef 208VFaults amps170left circuit84right circuit86heaters110checke EC test unit test pass without faultsstirrer work properlyAir filter clean position properlyconstant key press detect Showed SS resolve error unplug unit outlet 10’seconds plug back give oven hard reset calibrate unit displayall test pass without fault Josh
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-05-23 12:13:53,11445 Starbucks Corporate,2006213090208:Door Issue:Oven door sensor broken. Says oven is open non stop. We were able to shimmy the door to trigger the sensor but not it fully does not work.,"Left MerryChef 

208V

Faults zero

Amps-17.0
Left Circuit-8.4
Right Circuit-8.6
Heaters-11.0

Door open error 
Caused by faulty door frame being warped 
Faulty switches and blown 20 amp 
Replaced all the above 
All test passed 
FSM Christine","Door Frame Assembly, e2s",1,PSB214,ST11445069,Starbucks,leave MerryChef 208VFaults zeroamps170left circuit84right circuit86heaters110door open error cause faulty door frame warp Faulty switch blow 20 amp Replaced test pass FSM Christine
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-05-23 12:13:53,11445 Starbucks Corporate,2006213090208:Door Issue:Oven door sensor broken. Says oven is open non stop. We were able to shimmy the door to trigger the sensor but not it fully does not work.,"Left MerryChef 

208V

Faults zero

Amps-17.0
Left Circuit-8.4
Right Circuit-8.6
Heaters-11.0

Door open error 
Caused by faulty door frame being warped 
Faulty switches and blown 20 amp 
Replaced all the above 
All test passed 
FSM Christine","Microswitch Kit, Door, E2S",1,PSR271,ST11445069,Starbucks,leave MerryChef 208VFaults zeroamps170left circuit84right circuit86heaters110door open error cause faulty door frame warp Faulty switch blow 20 amp Replaced test pass FSM Christine
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-05-23 12:13:53,11445 Starbucks Corporate,2006213090208:Door Issue:Oven door sensor broken. Says oven is open non stop. We were able to shimmy the door to trigger the sensor but not it fully does not work.,"Left MerryChef 

208V

Faults zero

Amps-17.0
Left Circuit-8.4
Right Circuit-8.6
Heaters-11.0

Door open error 
Caused by faulty door frame being warped 
Faulty switches and blown 20 amp 
Replaced all the above 
All test passed 
FSM Christine","Fuse, 20A",1,30Z1177,ST11445069,Starbucks,leave MerryChef 208VFaults zeroamps170left circuit84right circuit86heaters110door open error cause faulty door frame warp Faulty switch blow 20 amp Replaced test pass FSM Christine
2006213090208,3517 Foothill Boulevard Glendale CA 91214 US,2024-05-26 12:01:15,11445 Starbucks Corporate,2006213090208:Upper Impinger Plate:Roof on the inside of far left oven has fallen off track/threading is damaged for screws.,"Mod:
Brand:Left Merrychef 
Sn#200621-309-0208
Main:208V
Heater:10.5A
Mags:8.2,8.3A

Notes:
Tech responded to fallen impinger plate
Inspection found",nan,0,,ST11445070,Starbucks,ModBrandLeft Merrychef Sn respond fall impinger plateInspection find
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2020-11-29 13:12:04,3425 Starbucks Corporate,2006213090215:Other:Oven screen says constant key press detected call service support. Then said lpading touch calibration and went white. Screen is non responsive and will not turn off with push of the button,"208/205
SP 500
Door 
Filter 
L 8.3 amps 
R 8.5 amps 
heaters 
10.7 amps
Touch screen screws are loose

Tested unit and all test passed no faults found

Note I was unable to reproduce error on touch screen",nan,0,,ST3425017,Welbilt,208205SP 500door Filter L 83 amp r 85 amp heater 107 ampstouch screen screw looseteste unit test pass fault foundnote unable reproduce error touch screen
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2021-09-05 05:09:23,3425 Starbucks Corporate,2006213090215:Other:Constant key press detected,"No service needed oven working as normal after reset. 

Closed fcc 8:50pm",nan,0,,ST3425018,Starbucks,service need oven work normal reset Closed fcc 850pm
MerryChef,2909 W. 120th St Ste A Hawthorne CA 90250 US,2021-11-16 09:48:24,3425 Starbucks Corporate,2006213090215:Other:Both ovens are not powering up,"208/
Errors 2
Door and filter ok 
LM 8.5
RM 8.6
H 10.4
BF ok
RF 10-100 ok

Dirty EC clogged vents and air filter causing over heating damaged oven tray and studs arcing arcing mags ramping 

Installed stud and plate on oven. 
Tested micro system all test passed. 

Unit working as normal",Packaged Cook Plate Single Sided,1,PDB0819,ST3425020,Starbucks,208errors 2door filter LM 85RM 86h 104BF okRF 10100 okdirty EC clog vent air filter cause heating damage oven tray stud arc arc mag ramp Installed stud plate oven micro system test pass Unit work normal
MerryChef,2909 W. 120th St Ste A Hawthorne CA 90250 US,2021-11-16 09:48:24,3425 Starbucks Corporate,2006213090215:Other:Both ovens are not powering up,"208/
Errors 2
Door and filter ok 
LM 8.5
RM 8.6
H 10.4
BF ok
RF 10-100 ok

Dirty EC clogged vents and air filter causing over heating damaged oven tray and studs arcing arcing mags ramping 

Installed stud and plate on oven. 
Tested micro system all test passed. 

Unit working as normal",e2s Cavity X4 Stub Kit Replacement C-Pla,1,PSB1148,ST3425020,Starbucks,208errors 2door filter LM 85RM 86h 104BF okRF 10100 okdirty EC clog vent air filter cause heating damage oven tray stud arc arc mag ramp Installed stud plate oven micro system test pass Unit work normal
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2021-12-02 11:26:07,3425 Starbucks Corporate,2006213090215:Close Door Error:Keeps sayin door is open,"208v

8.00 amps mags 
17.00 amps mags combined 

10.00 amps heater 

Unit door issue 

Upon inspecting unit found that the primary door switch was not closing properly. Adjusted switch. Replaced blown fuse. Tested unit all test passed at 0 faults",25 AMP LITTLEFUSE FLM025,1,30Z1535,ST3425023,Starbucks,208v800 amp mag 1700 amp mag combine 1000 amp heater Unit door issue upon inspect unit find primary door switch close properly adjust switch Replaced blow fuse unit test pass 0 fault
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2022-01-08 15:52:22,3425 Starbucks Corporate,2006213090215:Other:Touch screen not working at all,"Left 2006213090215

Faults
E107
E087
E080

CC
172092

Volts
208

Amps 16.5
L 8.2
R 8.2

Heater 10.2
Blower ok 
Fan ok
Door ok 
Filter ok 

Reload firmware and menu
Recalibrate touch screen 
Reset day date and time 
Test systems and find zero faults 

Cook tray arcing out - notified Supervisor 

Shanti / Supervisor",nan,0,,ST3425025,Starbucks,leave 2006213090215FaultsE107E087E080CC172092Volts208Amps 165L 82r 82heater 102blower Fan okdoor Filter Reload firmware menurecalibrate touch screen Reset day date time test system find zero fault Cook tray arc notify Supervisor Shanti Supervisor
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2022-05-13 10:08:32,3425 Starbucks Corporate,2006213090215:Other:Oven not closing. Left oven. Gasket ripped,"208/
Door and filter ok 
LM 8.4
RM 8.4
H 9.4
BF ok
RF 10-100 ok

Dirty EC clogged vents and air filter causing over heating Gasket has broken off 

Tested unit and all test passed","Door Seal, E2S",1,PSB316,ST3425031,Starbucks,208door filter LM 84rm 84h 94bf okrf 10100 okdirty EC clog vent air filter cause heating Gasket broken unit test pass
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2022-05-13 10:08:32,3425 Starbucks Corporate,2006213090215:Other:Oven not closing. Left oven. Gasket ripped,"208/
Door and filter ok 
LM 8.4
RM 8.4
H 9.4
BF ok
RF 10-100 ok

Dirty EC clogged vents and air filter causing over heating Gasket has broken off 

Tested unit and all test passed",Short Lever Microswitch,1,30Z1566,ST3425031,Starbucks,208door filter LM 84rm 84h 94bf okrf 10100 okdirty EC clog vent air filter cause heating Gasket broken unit test pass
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2022-05-15 14:24:18,3425 Starbucks Corporate,2006213090215:116 Heater OFF on Request:Issues with over keeps saying heater has failed. Will not stop beeping. Issue just started. There is power to the oven just can not get past this error code. Error code : heater has failed kb: Merrychef E2S Ovens - 1456 QR: 7290281598 Sn: 2006213090215,"208
Door and filter ok 
LM 8.8
RM 8.9
H 10.6
BF ok
RF 10-100 ok

Issues with over keeps saying heater has failed. Will not stop beeping. Issue just started. There is power to the oven just can not get past this error code. Error code : heater has failed 

Tested unit and all test passed",Control PCB UNI SRB,1,P30Z5021,ST3425032,Starbucks,208door filter LM 88RM 89h 106BF okRF 10100 okissue keep say heater failed stop beep Issue start power oven get past error code error code heater fail unit test pass
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2022-06-21 12:21:20,3425 Starbucks Corporate,2006213090215:Close Door Error:Door reads open when its closed. Doesn't close all the way.,"208/
Cc 479407
Door and filter ok 
LM 8.7
RM 8.6
16.77 amps 
BF ok 
RF 10-100 ok

Door reads open when its closed. Doesn't close all the way.

Tested unit and all test passed","Microswitch, Short Arm",2,30Z1477,ST3425033,Starbucks,208cc 479407door filter LM 87RM 861677 amp BF RF 10100 okdoor read open itis close close wayTested unit test pass
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2022-06-21 12:21:20,3425 Starbucks Corporate,2006213090215:Close Door Error:Door reads open when its closed. Doesn't close all the way.,"208/
Cc 479407
Door and filter ok 
LM 8.7
RM 8.6
16.77 amps 
BF ok 
RF 10-100 ok

Door reads open when its closed. Doesn't close all the way.

Tested unit and all test passed",Short Lever Microswitch,1,30Z1566,ST3425033,Starbucks,208cc 479407door filter LM 87RM 861677 amp BF RF 10100 okdoor read open itis close close wayTested unit test pass
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2022-08-16 01:27:37,3425 Starbucks Corporate,2006213090215:101 Magnetron Failure:Magnetron failed,"208v

8.00 amps each circuit 
17.00 amps mags combined 

10.00 amps heater 

Unit mag fail. 

Upon inspecting unit found that the right circuit was only producing 2 amps. 

Unit had a bad mag. 

Replaced mag. 

Tested unit all test passed at 0 faults","Magnetron, Toshiba 2M303H Based",1,P30Z1415,ST3425035,Starbucks,208v800 amp circuit 1700 amp mag combine 1000 amp heater Unit mag fail upon inspect unit find right circuit produce 2 amp Unit bad mag Replaced mag unit test pass 0 fault
2006213090215,2909 W. 120th St Ste A Hawthorne CA 90250 US,2022-11-02 10:50:52,3425 Starbucks Corporate,"2006213090215:Close Door Error:Door open"" and ""overheating"" message occurs","208/
Cc 288134
Door and filter ok 
LM 8.3 R 8.8 2nd
RM 9.9 8.9 2nd
H 10.5 
BF ok
RF 10-100 ok

Door open"" and ""overheating"" message occurs both mags ramping door out of alignment 

Tested unit and all test passed","Magnetron, Toshiba 2M303H Based",2,P30Z1415,ST3425037,Starbucks,208cc 288134door filter LM 83 r 88 2ndrm 99 89 2ndh 105 BF okRF 10100 okdoor open overheating message occur mag ramp door alignment unit test pass
